QualityArea,OverallQual,GarageCars,BsmtQual,KitchenQual,MSSubClass,TotalBath,Fireplaces,ExterQual,LotArea,HouseAge,BsmtExposure,OverallCond,RemodAge,TotalSF,ScreenPorch,Functional,MasVnrArea,WoodDeckSF,TotRmsAbvGrd,BsmtFinType1,BsmtFullBath,HeatingQC,1stFlrSF,GarageType,LotShape,RoofStyle,LotFrontage,SaleCondition,BsmtFinSF1,HouseStyle,BldgType,KitchenAbvGr,Neighborhood,Exterior1st,YearBuilt
13454,7,2,3,2,85,3.0,1,2,7301,6,3,5,6,1922,0,6,500.0,0,7,5,0,0,495,3,3,1,64.0,4,0,6,0,1,7,6,2003
4900,5,2,3,3,20,1.0,0,3,7064,32,3,6,32,1960,0,6,153.0,192,6,1,0,4,980,5,3,1,71.0,4,560,2,0,1,19,9,1977
12502,7,2,2,2,60,3.5,1,2,11250,7,2,5,6,2706,0,6,162.0,0,6,2,1,0,920,1,0,1,68.0,4,486,5,0,1,5,12,2001
13552,8,2,0,2,20,3.0,1,2,10084,3,0,5,2,3380,0,6,186.0,255,7,2,1,0,1694,1,3,1,75.0,4,1369,2,0,1,21,12,2004
5832,6,1,3,3,20,2.0,1,3,8000,61,3,6,7,1944,0,6,0.0,0,5,0,1,0,972,5,3,1,50.0,4,680,2,0,1,12,12,1948
7185,5,2,3,3,20,2.5,1,3,14175,50,3,6,19,2625,0,3,0.0,304,6,4,1,2,1437,5,3,1,70.5,4,988,2,0,1,19,5,1956
18104,8,2,2,2,60,2.5,1,2,9240,7,3,5,6,3318,189,6,396.0,0,7,5,0,0,1055,3,3,1,70.0,4,0,5,0,1,5,12,2001
12075,7,2,3,3,60,2.5,1,3,11584,28,3,6,28,2264,0,6,96.0,0,6,2,0,4,1040,1,3,3,80.0,4,315,7,0,1,14,6,1979
6180,5,1,3,2,20,1.5,1,3,10011,49,3,6,10,2306,0,2,64.0,0,6,1,0,4,1236,1,0,1,72.0,4,360,2,0,1,12,6,1957
5200,5,1,3,3,20,1.0,0,3,7560,47,3,5,47,2080,0,6,0.0,140,6,3,0,4,1040,1,3,1,70.0,4,369,2,0,1,12,3,1959
13632,8,3,0,2,20,3.0,1,2,11478,3,3,5,2,3408,0,6,200.0,0,7,2,1,0,1704,1,3,1,98.0,4,1218,2,0,1,16,12,2007
9138,6,2,2,3,20,2.5,1,3,11361,32,3,5,32,2716,189,6,160.0,0,7,0,0,4,1523,1,3,1,104.0,0,644,2,0,1,14,9,1976
11912,8,2,2,2,20,2.0,1,2,11216,0,3,5,0,2978,0,6,0.0,0,7,5,0,0,1489,1,3,1,81.0,5,0,2,0,1,21,12,2006
10983,7,3,2,2,120,2.5,1,2,3635,2,3,5,2,2955,0,6,130.0,143,7,0,0,0,1569,1,3,3,51.0,4,988,2,4,1,0,12,2007
8484,7,2,2,2,20,2.0,0,2,9100,8,3,5,8,2424,0,6,0.0,356,6,5,0,0,1212,1,3,1,70.0,4,0,2,0,1,5,12,2001
11011,7,2,2,2,20,3.0,0,2,9808,7,3,5,7,3146,0,6,110.0,0,6,2,1,0,1573,1,0,1,67.0,4,788,2,0,1,5,12,2002
10740,6,2,3,3,60,3.0,1,3,10400,34,3,5,34,2522,147,3,0.0,148,8,4,1,2,1012,1,3,1,80.0,4,247,5,0,1,14,12,1972
7880,5,2,3,2,70,3.5,1,3,21384,86,1,6,5,2900,0,6,0.0,0,6,2,2,0,1072,1,3,1,144.0,4,1309,5,0,1,3,13,1923
10368,6,2,2,2,60,2.5,0,2,8791,5,3,5,5,2592,0,6,0.0,216,7,4,0,0,864,1,0,1,64.0,4,503,5,0,1,21,12,2003
12800,8,3,2,2,20,2.0,1,2,14230,2,3,5,2,3166,0,6,640.0,0,7,5,0,0,1600,1,3,1,110.0,4,0,2,0,1,16,12,2007
17298,9,3,0,2,20,3.0,1,2,14157,2,1,5,1,3844,0,6,200.0,178,8,2,1,0,1922,1,0,3,86.0,4,1249,2,0,1,22,12,2005
11844,7,2,0,2,60,2.5,0,3,13159,0,0,5,0,2538,0,6,0.0,208,6,5,0,2,846,1,0,1,83.0,5,0,5,0,1,23,12,2009
13248,8,3,2,2,20,2.0,0,2,11096,1,0,5,1,3312,0,6,0.0,0,7,2,0,0,1656,1,3,1,84.0,4,24,2,0,1,21,12,2006
4188,4,1,1,3,30,1.0,0,3,10800,122,3,7,12,1688,0,6,0.0,0,6,5,0,2,1047,5,3,4,60.0,4,0,2,0,1,17,12,1885
24552,9,3,0,0,60,3.5,2,0,20431,1,3,5,0,4576,0,6,870.0,0,10,2,1,0,1848,1,1,3,56.0,5,1410,5,0,1,16,5,2005
8550,6,2,3,3,20,2.0,1,3,10175,44,3,5,44,2850,0,6,272.0,0,7,1,0,2,1425,1,0,1,100.0,4,490,2,0,1,12,6,1964
5712,6,1,3,1,30,1.0,1,3,8854,93,3,6,59,1904,40,6,0.0,0,4,5,0,1,952,5,3,1,52.0,4,0,1,0,1,3,13,1916
4950,5,2,2,3,20,1.5,0,3,13568,11,3,5,11,1980,0,6,0.0,224,5,0,0,0,990,1,1,1,43.0,4,716,2,0,1,5,12,1995
5928,6,2,3,3,80,2.0,2,3,21453,37,1,5,37,1926,0,6,0.0,0,4,0,1,0,988,1,0,0,80.0,4,938,7,0,1,4,9,1969
4224,4,1,3,3,20,2.0,0,3,8900,40,3,4,40,2112,0,6,0.0,0,5,4,1,4,1056,5,3,1,66.0,4,1056,2,0,1,20,6,1966
15714,9,3,0,0,20,3.0,2,0,14892,3,1,5,2,3492,0,6,160.0,201,7,2,1,0,1746,1,0,1,42.0,4,1320,2,0,1,8,12,2006
12026,7,2,2,3,60,2.5,1,3,10141,11,3,5,11,2550,291,6,40.0,0,7,5,0,2,885,1,0,1,74.0,4,0,5,0,1,8,12,1998
7320,5,2,2,3,80,2.5,1,3,12886,46,0,6,10,1984,100,3,0.0,302,6,0,0,0,1464,1,0,1,70.0,4,444,7,0,1,19,6,1963
11620,7,2,2,2,60,2.5,0,2,8935,7,3,5,7,2491,0,6,95.0,144,7,5,0,0,831,1,0,1,68.0,4,0,5,0,1,5,12,2002
15768,9,2,0,0,120,3.0,1,0,7658,5,3,5,5,3504,0,6,412.0,196,6,2,1,0,1752,1,3,3,61.0,4,456,2,4,1,16,8,2005
13100,5,2,2,3,90,3.0,1,3,18890,30,3,5,30,3981,0,6,0.0,155,12,2,0,0,1361,3,0,5,70.5,4,498,0,2,2,19,9,1977
46760,10,3,0,0,60,4.5,1,0,40094,0,1,5,-1,7814,0,6,762.0,208,11,2,1,0,3138,3,0,3,130.0,5,2260,5,0,1,7,5,2007
3920,5,0,3,2,45,2.0,0,3,6130,84,3,6,58,1568,0,6,0.0,0,5,0,1,2,784,1,3,1,50.0,4,784,1,0,1,3,8,1924
4480,4,2,3,1,20,2.5,0,3,6970,46,3,5,46,2160,0,6,0.0,168,5,0,1,4,1120,1,3,1,85.0,4,932,2,0,1,19,12,1961
5528,4,2,3,3,20,1.5,1,3,11235,43,3,5,27,2433,0,6,51.0,0,6,4,0,2,1382,1,3,1,75.0,4,547,2,0,1,19,6,1963
8316,6,2,3,3,60,2.5,1,3,11616,32,2,5,32,2058,0,6,328.0,335,6,4,0,4,672,1,0,3,70.5,0,438,5,0,1,19,6,1978
334,1,0,3,1,20,1.0,0,1,5000,61,3,3,57,334,0,6,0.0,0,2,5,0,1,334,1,3,1,50.0,4,0,2,0,1,3,12,1946
8400,7,2,2,2,160,2.5,0,2,3182,6,3,5,5,1800,0,6,0.0,0,4,5,0,0,600,5,3,1,30.0,4,0,5,4,1,21,8,2004
9898,7,2,2,2,120,2.0,1,2,3072,2,3,5,2,2789,0,6,18.0,144,6,5,0,0,1414,1,3,3,43.0,4,0,2,4,1,0,12,2004
7920,5,3,3,3,90,2.0,0,3,8944,42,3,5,42,3168,0,4,0.0,0,8,5,0,4,1584,5,3,1,65.0,4,0,2,2,2,12,9,1967
12136,8,2,2,2,70,1.0,2,3,11435,77,3,7,56,2309,0,6,0.0,0,7,5,0,1,792,5,0,1,68.0,4,0,5,0,1,6,3,1929
7548,6,2,3,2,20,2.5,0,2,11040,37,3,7,4,2516,0,6,144.0,55,5,0,0,0,1258,1,3,1,80.0,0,656,2,0,1,14,12,1971
4510,5,1,3,3,20,1.0,0,3,6173,40,3,6,40,1778,0,6,75.0,0,6,2,0,4,902,1,0,1,70.5,4,599,2,0,1,19,6,1967
6948,6,2,2,2,20,2.5,0,3,13072,2,3,5,2,2316,0,6,0.0,0,5,0,1,0,1158,5,3,1,63.0,5,941,2,0,1,20,12,2004
4820,5,2,2,3,30,2.0,0,3,13360,88,3,7,3,1840,0,6,0.0,0,5,0,1,0,964,5,0,1,80.0,4,713,2,0,1,6,13,1921
14280,6,2,2,3,60,2.5,1,3,18450,42,3,5,28,3401,0,5,113.0,0,7,3,0,4,1465,4,0,0,74.5,0,187,5,0,1,12,9,1965
8624,7,2,2,2,20,3.0,0,2,7314,2,0,5,2,2464,0,6,82.0,132,6,2,1,0,1232,1,3,1,64.0,4,724,2,0,1,5,12,2007
4320,5,1,3,3,20,1.0,0,3,7180,36,0,7,36,1728,0,6,0.0,0,5,0,0,4,864,5,0,3,60.0,4,390,2,0,1,5,6,1972
13874,7,2,2,2,60,2.5,1,2,11287,18,0,6,18,2789,0,6,340.0,0,7,2,0,2,1175,1,3,1,82.0,4,421,5,0,1,20,9,1989
15392,8,2,2,2,60,3.5,1,2,12011,8,0,5,8,3010,374,6,530.0,208,7,2,1,0,1086,1,0,1,78.0,4,956,5,0,1,15,12,1998
14560,7,1,2,2,70,1.5,2,2,10918,83,3,9,5,3356,145,6,0.0,0,9,5,0,0,1276,5,3,2,53.0,4,0,5,0,1,6,8,1926
9882,6,2,2,3,60,2.5,1,3,7917,8,3,5,7,2600,0,6,0.0,0,7,5,0,0,953,1,3,1,62.0,4,0,5,0,1,8,12,1999
9702,6,2,2,2,120,3.0,1,2,8012,15,3,5,14,3221,0,6,0.0,0,5,3,1,0,1617,1,3,1,50.0,4,165,2,4,1,20,9,1993
6700,5,1,3,3,20,1.0,1,3,9060,50,3,6,1,1340,0,6,98.0,116,7,5,0,0,1340,1,3,3,60.0,4,0,2,0,1,7,13,1957
17460,9,3,0,0,20,3.5,1,0,10159,1,0,5,0,3870,0,6,450.0,168,8,2,1,0,1940,1,0,3,83.0,5,1646,2,0,1,16,12,2009
11130,6,1,3,3,50,2.0,0,3,9525,52,3,4,34,2849,0,6,0.0,182,7,4,0,2,1216,1,3,1,75.0,4,444,0,0,1,7,13,1954
4420,5,2,2,2,85,2.0,0,3,9180,24,0,7,24,1724,0,6,0.0,240,5,0,1,2,884,1,0,1,66.0,4,747,6,0,1,20,6,1983
11382,7,2,2,2,160,2.5,0,2,2628,7,3,5,7,2390,0,6,106.0,0,6,5,0,0,764,3,3,1,36.0,4,0,5,3,1,16,12,2003
6420,5,1,3,3,50,1.5,0,3,3500,62,3,7,59,2004,0,6,0.0,0,5,3,0,4,720,5,3,1,50.0,4,312,0,0,1,17,0,1947
18320,8,2,2,2,60,2.5,1,2,11250,6,2,5,6,3418,0,6,0.0,0,9,5,0,0,1149,1,3,1,70.0,4,0,5,0,1,5,5,2002
4080,5,2,2,3,90,2.0,0,1,8472,47,1,5,47,1632,0,6,0.0,106,5,3,1,4,816,4,1,1,110.0,4,104,2,2,1,9,13,1963
15281,7,3,2,2,50,2.5,0,2,13837,18,3,5,18,3387,0,6,178.0,0,9,2,0,2,1377,1,0,1,80.0,4,1002,0,0,1,14,6,1988
9345,5,2,3,3,50,1.0,0,3,8820,119,3,6,13,2837,0,6,0.0,48,7,3,0,4,1188,5,3,3,98.0,4,1088,0,0,1,17,12,1890
11522,7,1,3,3,75,2.0,2,3,7128,66,3,5,57,2564,126,6,0.0,0,7,4,0,2,918,5,3,1,53.0,4,364,4,0,1,6,8,1941
14752,8,2,2,2,20,3.0,1,2,10994,4,3,5,3,3688,0,6,366.0,165,7,2,1,0,1844,1,0,1,88.0,0,976,2,0,1,20,12,2005
12568,8,3,2,2,20,2.0,1,2,10991,0,1,5,0,3142,0,6,80.0,100,7,5,0,0,1571,1,0,1,89.0,5,0,2,0,1,23,12,2007
14574,7,2,2,2,50,2.5,0,3,11426,5,3,5,5,3444,0,4,0.0,280,6,5,0,0,1362,5,3,1,63.0,4,0,0,0,1,17,12,2003
13713,7,3,3,3,90,3.0,0,3,11070,18,3,5,17,3866,0,6,70.0,0,9,5,0,2,1959,0,3,1,82.0,3,0,2,2,2,11,12,1988
18992,8,3,2,0,60,2.5,1,2,11999,4,3,5,3,3555,0,6,340.0,104,10,5,0,0,1234,3,3,3,93.0,4,0,5,0,1,16,12,2003
12852,6,1,2,2,60,2.5,1,3,13000,41,3,6,41,3038,252,6,576.0,0,8,4,0,4,1182,1,3,1,100.0,4,448,5,0,1,12,12,1968
8400,7,2,2,2,160,2.5,0,2,3180,1,3,5,1,1720,0,6,0.0,0,4,5,0,0,520,5,3,1,30.0,0,0,5,4,1,21,8,2005
15936,8,2,0,2,60,2.5,1,2,9375,5,3,5,4,3045,0,6,768.0,140,9,5,0,0,1053,1,3,3,75.0,4,0,5,0,1,21,12,2003
18280,8,3,2,2,60,2.5,1,2,11000,7,3,5,7,3254,0,6,72.0,0,8,5,0,0,997,3,3,1,90.5,4,0,5,0,1,15,12,2000
12768,7,2,2,2,20,3.0,2,3,115149,36,1,5,5,3467,0,6,351.0,380,5,2,1,4,1824,1,1,1,80.0,4,1219,2,0,1,4,9,1971
16650,9,3,0,2,20,3.0,1,2,16033,2,1,5,1,3683,0,6,378.0,519,8,2,1,0,1850,1,0,3,98.0,4,1261,2,0,1,16,12,2004
6775,5,0,3,3,190,3.0,0,3,10106,68,3,7,9,1999,0,6,0.0,140,6,0,1,2,808,1,3,1,62.0,4,351,0,1,2,7,13,1940
11676,7,2,2,2,60,2.5,0,2,11317,4,3,5,4,2508,0,6,101.0,144,8,5,0,0,840,1,3,1,72.0,4,0,5,0,1,5,12,2003
8436,6,0,3,1,50,1.0,0,3,7920,88,3,7,58,1725,0,6,0.0,0,6,5,0,4,1035,1,0,1,60.0,4,0,0,0,1,9,8,1920
11328,6,2,3,2,20,2.5,1,2,16492,44,3,6,8,3405,0,4,0.0,0,6,0,0,0,1888,1,0,1,137.0,4,247,2,0,1,12,3,1966
9824,8,2,2,2,120,3.0,1,2,4671,20,2,5,19,2456,0,6,0.0,168,5,2,1,2,1228,1,0,1,40.0,4,767,2,4,1,22,6,1988
9828,6,2,2,3,60,3.5,2,3,9042,10,1,5,10,2581,0,6,0.0,100,7,2,1,2,943,1,0,1,59.0,4,828,5,0,1,8,12,1998
3840,4,1,3,3,20,2.0,0,3,10921,42,3,5,42,1920,0,6,48.0,120,6,4,1,4,960,1,3,3,73.0,4,520,2,0,1,7,6,1965
15282,9,3,0,0,20,3.0,1,0,13286,2,3,5,1,3396,0,6,340.0,327,8,2,1,0,1698,1,0,3,86.0,4,1234,2,0,1,7,5,2007
5315,5,1,3,3,20,2.0,0,3,9920,56,3,5,56,2119,0,6,110.0,0,6,4,1,4,1063,1,3,1,80.0,4,354,2,0,1,12,6,1954
6180,5,1,3,3,20,1.0,1,3,6993,45,3,7,12,2148,0,6,0.0,0,6,1,0,4,1236,1,3,1,65.0,4,465,2,0,1,19,6,1961
7675,5,2,3,3,90,2.0,0,3,7018,30,3,5,30,1535,0,6,0.0,0,8,5,0,4,1535,1,3,1,64.0,2,0,2,2,2,20,6,1979
2520,4,0,2,3,180,2.0,0,3,1890,36,0,7,36,1260,0,6,0.0,88,3,0,1,2,630,1,3,1,21.0,4,495,6,3,1,10,5,1972
4368,4,1,3,3,160,1.5,0,3,2217,39,3,4,39,1638,0,6,0.0,238,6,1,0,4,546,1,3,1,21.0,4,273,5,4,1,10,5,1970
14868,9,2,0,0,20,3.0,2,2,13173,3,3,5,2,3304,0,6,300.0,404,6,2,1,0,1652,1,0,3,108.0,4,1572,2,0,1,16,12,2006
5720,5,2,3,3,20,2.0,0,3,7875,47,3,6,47,2288,0,6,136.0,0,6,4,1,2,1144,1,3,1,75.0,4,572,2,0,1,12,12,1961
14360,8,3,0,2,20,2.0,1,2,9986,1,0,5,0,3590,0,6,428.0,0,7,5,0,0,1795,1,3,1,75.0,5,0,2,0,1,21,12,2006
10787,7,3,2,2,20,2.0,1,2,13704,5,3,5,4,3082,0,6,150.0,468,6,5,0,0,1541,1,0,1,118.0,4,0,2,0,1,5,12,2001
7535,5,1,3,3,80,2.0,0,3,7910,48,3,5,48,2582,0,0,0.0,0,7,0,0,2,1507,2,3,3,70.0,4,666,7,0,1,12,3,1960
11528,8,2,2,2,160,2.5,0,2,2645,8,3,5,7,2217,0,6,456.0,206,5,5,0,0,764,5,3,1,24.0,4,0,5,3,1,21,8,1999
10353,7,2,2,2,20,2.0,0,2,9382,9,3,5,8,2947,0,6,125.0,120,6,5,0,0,1479,1,0,1,93.0,4,0,2,0,1,5,12,1999
5922,6,1,3,3,160,1.5,0,3,1680,37,3,3,37,1470,0,6,604.0,0,5,0,0,4,483,5,3,1,21.0,4,358,5,4,1,2,6,1971
2688,4,1,3,3,30,2.0,0,3,9340,68,3,6,59,1344,0,6,0.0,0,4,4,1,4,672,1,3,3,50.0,4,344,2,0,1,7,8,1941
10960,5,1,3,2,75,2.5,1,3,8400,69,3,8,11,2492,0,6,0.0,262,8,3,0,0,1052,5,3,1,60.0,4,378,3,0,1,18,13,1939
16000,8,3,2,2,20,3.0,0,2,10386,3,3,5,2,4000,0,6,246.0,168,8,2,1,0,2000,1,3,1,80.0,4,1464,2,0,1,5,5,2004
5625,5,2,2,3,20,1.5,0,3,8536,1,3,5,0,2250,0,6,0.0,80,5,5,0,2,1125,1,3,1,74.0,5,0,2,0,1,7,12,2006
5620,5,0,3,3,20,1.0,1,3,8335,52,3,5,52,1124,0,3,0.0,0,5,5,0,2,1124,1,3,1,77.0,4,0,2,0,1,7,13,1954
11034,6,2,3,2,20,3.0,2,3,14442,50,3,7,3,3316,200,6,106.0,0,7,2,1,0,1839,1,3,3,110.0,4,1186,2,0,1,6,5,1957
12864,6,2,2,2,50,2.5,2,2,159000,49,1,7,1,3588,0,6,472.0,0,7,4,0,2,1444,1,1,1,80.0,4,697,0,0,1,4,13,1958
15820,7,2,0,2,60,3.5,0,2,14000,14,1,5,13,3566,0,6,0.0,296,7,2,1,0,1306,1,3,1,80.0,4,1201,5,0,1,4,13,1996
11862,6,2,3,3,60,2.0,1,3,9500,43,3,6,29,2793,0,6,272.0,0,9,4,0,4,1127,1,3,1,100.0,4,442,5,0,1,12,12,1964
3380,4,2,3,3,20,2.0,0,3,7599,25,3,6,1,1690,0,6,0.0,0,4,0,1,4,845,5,3,1,69.0,4,565,2,0,1,11,6,1982
10716,6,2,2,2,60,3.5,0,3,9337,10,3,5,10,2610,0,6,0.0,0,7,2,1,0,905,1,0,1,69.0,4,648,5,0,1,5,12,1997
15330,6,2,0,3,70,2.0,1,3,11526,86,3,7,14,2759,0,2,0.0,431,11,5,0,1,1423,5,0,1,79.0,4,0,3,0,1,6,8,1922
8500,5,2,3,2,20,2.0,1,3,10552,51,3,5,51,3098,0,6,0.0,0,6,4,0,2,1700,1,0,3,70.0,4,1018,2,0,1,12,3,1959
10026,6,2,2,3,60,3.5,1,3,10852,6,3,5,6,2630,0,6,0.0,0,7,2,1,0,959,1,0,1,58.0,4,786,5,0,1,8,12,2000
8256,6,1,3,3,50,2.0,1,3,8600,69,3,6,56,2156,0,6,0.0,0,7,5,0,4,780,5,3,1,50.0,4,0,0,0,1,9,8,1937
10134,6,2,3,3,20,1.0,1,3,9855,53,3,5,53,3125,0,6,0.0,0,7,5,0,1,1689,1,3,3,73.0,4,0,2,0,1,7,13,1956
17878,7,2,3,3,70,1.5,0,3,10800,117,3,8,9,3272,0,6,0.0,0,8,5,0,0,1576,5,3,1,60.0,4,0,5,0,1,17,13,1890
7080,5,3,3,3,50,1.5,1,3,12665,93,2,8,58,2292,0,6,0.0,418,7,5,0,2,876,5,0,1,100.0,4,0,0,0,1,17,13,1915
4080,5,1,3,3,20,2.0,0,3,7100,49,3,7,49,1632,0,6,0.0,0,5,2,1,4,816,5,0,1,73.0,4,708,2,0,1,12,14,1957
9590,7,2,2,3,20,2.0,1,3,10400,33,3,5,33,2460,0,6,189.0,0,6,5,0,4,1370,1,3,1,80.0,3,0,2,0,1,14,6,1976
8652,6,2,3,3,20,2.0,1,3,11717,39,3,6,39,2884,0,6,571.0,371,6,5,0,4,1442,1,0,3,80.0,4,0,2,0,1,14,6,1970
6425,5,1,3,3,50,2.0,0,3,8635,60,3,5,7,1957,0,2,0.0,0,6,1,1,4,1072,5,3,1,50.0,4,336,0,0,1,3,13,1948
10318,7,2,2,3,80,2.5,1,3,8530,14,3,5,13,1858,0,6,22.0,120,7,5,0,2,804,3,0,1,65.0,4,0,7,0,1,8,6,1995
14091,7,2,2,3,60,3.5,1,2,9920,11,0,5,10,3130,0,6,0.0,180,8,2,1,0,1127,1,0,1,92.0,4,862,5,0,1,15,8,1996
12504,8,3,2,2,20,2.0,1,3,10206,1,3,5,1,3126,0,6,468.0,144,6,2,0,0,1563,1,3,1,78.0,4,33,2,0,1,21,12,2007
6652,4,2,2,2,20,2.0,2,3,53227,54,1,6,14,3027,0,2,0.0,224,6,1,1,0,1663,1,0,0,80.0,4,1116,2,0,1,4,9,1954
4768,4,0,3,3,50,1.5,0,3,10800,57,3,4,56,1912,0,6,0.0,0,6,5,0,4,720,1,3,1,60.0,0,0,0,0,1,12,0,1949
7096,4,3,3,3,70,3.0,0,3,9600,106,3,2,56,2869,0,3,0.0,0,8,5,1,1,1095,0,3,1,60.0,4,0,5,0,2,17,0,1900
13734,7,3,2,2,60,2.5,0,2,8760,0,2,5,0,3353,0,6,0.0,0,7,2,0,0,1391,1,3,1,73.0,5,464,5,0,1,5,12,2006
9114,7,2,2,2,20,2.0,0,2,8993,0,0,5,0,2604,0,6,0.0,0,6,5,0,0,1302,1,0,1,73.0,5,0,2,0,1,8,12,2007
6708,6,2,1,3,50,1.0,0,3,4400,86,3,8,56,1766,0,6,0.0,0,6,5,0,4,734,5,3,1,40.0,4,0,0,0,1,17,11,1920
15894,9,3,0,0,20,3.5,1,0,9187,0,2,5,0,3532,0,6,162.0,195,7,2,1,0,1766,1,3,1,85.0,5,1121,2,0,1,21,5,2009
8771,7,2,2,3,20,2.0,1,3,7875,12,3,5,11,2490,0,6,38.0,220,6,5,0,2,1253,1,3,1,63.0,4,0,2,0,1,8,6,1995
6582,6,2,2,3,20,2.0,0,3,9672,26,3,5,25,2137,0,6,0.0,0,6,2,0,4,1097,1,3,3,81.0,4,338,2,0,1,20,6,1984
5390,5,2,3,3,20,2.5,1,3,12537,39,3,6,2,2156,0,6,0.0,0,6,2,1,0,1078,1,0,1,74.5,4,734,2,0,1,12,12,1971
9432,6,2,2,3,60,2.5,1,3,10364,12,3,5,11,2378,0,6,0.0,0,7,5,0,2,806,3,0,1,65.0,4,0,5,0,1,8,8,1995
10668,7,2,2,2,40,2.5,1,2,23595,31,1,6,31,2856,0,6,0.0,268,4,2,2,4,1332,1,3,5,80.0,4,1258,2,0,1,4,9,1979
14420,7,2,2,2,60,3.5,1,2,8755,10,3,5,10,3052,0,6,298.0,0,8,0,1,0,1022,3,0,1,65.0,4,772,5,0,1,8,12,1999
8064,6,2,3,2,20,1.5,1,3,14375,51,3,6,51,2163,233,6,541.0,0,7,2,0,2,1344,2,0,1,85.0,0,111,7,0,1,23,6,1958
12726,7,1,3,3,50,1.5,2,3,7758,76,3,4,57,2858,184,6,600.0,0,7,3,0,0,1226,5,3,1,60.0,4,224,0,0,1,9,11,1931
4116,4,1,3,3,20,2.0,0,3,7943,46,2,5,46,2058,0,6,192.0,64,5,4,1,2,1029,1,3,1,61.0,4,903,2,0,1,19,12,1961
15126,6,2,2,3,160,3.5,1,3,3964,33,3,4,33,3463,0,0,0.0,728,10,0,1,2,1291,1,3,1,42.0,4,837,5,4,1,10,5,1973
9000,6,2,2,2,60,2.5,0,3,8846,1,3,5,0,2250,0,6,0.0,0,6,5,0,0,750,1,3,1,68.0,5,0,5,0,1,5,12,2005
17736,8,2,3,2,20,3.0,1,2,15865,37,1,6,37,4434,224,6,0.0,81,8,0,1,0,2217,1,0,0,95.0,4,351,2,0,1,12,13,1970
10960,8,2,2,2,120,2.0,1,2,6442,1,2,5,1,2740,0,6,178.0,120,6,2,0,0,1370,1,0,1,44.0,4,24,2,4,1,16,12,2006
7572,6,2,2,2,20,2.0,0,2,7200,0,3,5,0,2524,0,6,68.0,0,5,2,0,2,1262,1,3,1,60.0,5,905,2,0,1,21,12,2006
13258,7,2,2,2,60,3.5,1,2,11316,8,3,5,7,2711,0,6,44.0,0,8,2,1,0,824,3,3,1,80.0,4,624,5,0,1,23,12,2002
13552,8,3,0,2,20,2.0,0,0,12030,0,3,5,0,3388,0,6,254.0,168,7,5,0,0,1694,1,3,3,93.0,5,0,2,0,1,16,12,2007
3456,4,2,3,3,20,1.0,0,3,10500,38,3,6,38,1728,0,6,0.0,216,4,0,0,2,864,5,3,1,70.0,0,524,2,0,1,12,6,1971
10254,6,2,2,2,160,2.0,0,2,2522,2,3,5,0,2679,0,0,50.0,0,7,5,0,0,970,5,3,1,24.0,4,0,5,3,1,7,12,2004
6952,4,1,3,3,50,2.0,1,3,12513,89,3,4,2,2453,0,6,0.0,55,7,5,0,2,1281,1,0,1,74.5,4,0,0,0,1,12,12,1920
6595,5,1,3,3,20,2.0,0,3,10634,56,3,6,56,1927,0,3,0.0,66,5,1,1,4,1319,1,3,1,79.0,4,428,2,0,1,12,8,1953
22554,7,3,2,2,60,4.0,2,3,12376,20,2,5,20,4895,0,6,0.0,367,11,2,1,2,1699,1,3,3,90.0,4,1470,5,0,1,20,9,1990
8130,6,0,3,2,70,1.5,0,3,6882,93,3,7,1,2039,0,6,0.0,136,7,5,0,4,773,1,3,1,60.0,4,0,5,0,1,9,13,1914
3918,3,0,3,1,30,1.0,0,3,5350,70,3,2,44,2034,0,4,0.0,263,6,5,0,0,1306,1,0,1,55.0,4,0,2,0,1,3,13,1940
3840,5,2,2,3,85,2.0,0,3,8445,37,0,7,2,1536,0,6,0.0,58,5,2,1,4,768,5,3,1,70.0,4,656,6,0,1,5,6,1972
5385,5,1,3,3,190,2.0,2,3,7420,69,3,6,58,2068,0,6,0.0,0,5,2,1,0,1077,1,3,1,50.0,4,851,1,1,2,3,8,1939
3549,3,1,3,3,50,1.5,0,3,6000,59,3,7,5,1832,0,6,0.0,0,6,0,0,0,679,5,3,1,50.0,4,331,0,0,1,17,8,1948
10192,7,2,2,2,60,2.5,1,2,9018,0,0,5,0,2184,0,6,0.0,100,8,5,0,0,728,1,0,3,65.0,5,0,5,0,1,8,12,2007
16037,7,2,2,2,60,2.5,1,2,8738,7,3,5,7,3266,0,6,302.0,192,8,5,0,0,1005,3,0,1,66.0,4,0,5,0,1,8,12,1999
5088,6,2,2,2,120,2.0,0,2,4435,6,0,5,6,1696,0,6,170.0,140,4,2,1,0,848,1,3,1,70.0,4,685,2,4,1,5,12,2003
23320,10,3,0,0,60,3.5,1,0,12474,1,0,5,0,4014,0,6,272.0,196,9,2,1,0,1742,3,3,1,96.0,5,1280,5,0,1,16,12,2007
6740,5,1,3,3,50,2.0,1,3,6000,84,3,8,12,2232,0,6,0.0,0,5,5,1,0,884,5,3,1,50.0,4,0,0,0,1,3,13,1925
12648,6,2,3,2,70,2.0,2,3,13728,73,3,7,22,3235,90,6,0.0,0,7,4,0,0,1236,2,3,3,120.0,4,626,5,0,1,7,11,1935
5344,4,1,3,3,50,1.5,0,3,11040,86,3,6,56,1973,0,6,0.0,0,7,4,0,2,897,4,3,1,60.0,4,637,0,0,1,9,8,1920
