QualityArea,OverallQual,GarageCars,KitchenQual,BsmtQual,MSSubClass,TotalBath,ExterQual,Fireplaces,BsmtExposure,LotArea,HouseAge,OverallCond,TotalSF,MasVnrArea,TotRmsAbvGrd,RemodAge,ScreenPorch,Functional,WoodDeckSF,BsmtFinType1,BsmtFullBath,RoofStyle,GarageFinish,LotFrontage,1stFlrSF,LotShape,BldgType,HeatingQC,HouseStyle,FireplaceQu,BsmtCond,SaleCondition,GarageType,KitchenAbvGr,BsmtFinSF1,Neighborhood,Exterior1st,3SsnPorch,PoolArea
6105,5,1,3,4,50,2.0,3,0,3,9738,82,7,2005,0.0,7,56,0,6,0,1,1,1,3,60.0,949,3,0,2,0,3,4,4,1,1,392,7,0,0,0
8208,6,1,3,4,70,1.0,3,0,3,3600,96,7,2052,0.0,7,13,0,6,0,6,0,1,3,60.0,684,3,0,0,5,3,4,4,5,1,0,17,12,0,0
5922,6,1,3,4,160,1.5,3,0,3,1869,38,6,1470,127.0,5,38,0,6,0,5,0,1,3,21.0,483,3,3,4,5,3,4,4,5,1,321,2,6,0,0
10094,7,2,2,2,20,3.0,2,1,2,10357,17,5,2352,0.0,6,16,0,6,0,2,1,3,0,114.0,1442,0,0,2,2,5,4,4,1,1,738,20,6,0,0
4880,4,2,3,1,20,1.0,3,0,3,8877,55,5,2056,0.0,6,55,0,6,0,3,0,1,3,67.0,1220,3,0,4,2,3,0,4,5,1,836,7,13,0,0
10500,7,2,2,2,20,2.0,2,0,0,8487,5,5,3000,210.0,6,5,0,6,192,2,0,1,2,63.0,1500,3,0,0,2,3,4,4,1,1,20,5,12,0,0
19600,8,3,2,2,60,3.5,2,1,2,16545,11,5,3734,731.0,7,11,0,6,0,2,1,1,0,90.5,1310,0,0,0,5,5,4,4,1,1,781,15,12,0,0
15449,7,2,3,2,20,3.0,3,1,1,19900,40,5,4154,287.0,7,21,0,2,301,2,1,1,2,74.5,2207,3,0,4,2,2,4,4,1,1,912,12,9,0,0
8456,7,2,2,2,20,3.0,2,0,0,6762,4,5,2395,24.0,6,4,0,6,105,2,1,1,2,64.0,1208,3,0,0,2,3,4,4,1,1,686,5,12,0,0
8975,5,1,3,4,50,2.0,3,0,3,12150,54,5,2845,335.0,7,54,0,6,0,6,0,1,3,81.0,1050,3,0,0,0,3,4,4,1,1,0,17,8,0,0
5760,4,0,3,2,90,4.0,3,0,1,7711,30,3,2880,0.0,8,30,0,6,321,2,2,1,1,42.0,1440,0,2,4,2,3,4,0,6,2,1440,7,8,0,0
7272,6,2,2,2,20,2.0,3,0,2,10420,1,5,2424,0.0,6,1,0,6,100,2,0,1,2,83.0,1212,3,0,0,2,3,4,4,1,1,36,7,12,0,0
7777,7,1,3,4,50,1.0,3,1,3,5700,82,7,1683,0.0,5,58,0,6,0,6,0,1,3,60.0,572,3,0,4,0,2,4,4,5,1,0,17,13,0,0
21720,8,2,2,4,60,4.0,0,2,3,8963,32,9,3857,289.0,11,12,0,6,0,2,0,3,0,80.0,1175,0,0,0,5,5,1,4,3,1,575,14,12,0,0
12068,7,2,2,2,60,2.5,3,0,0,8924,10,5,2604,0.0,8,9,0,6,120,6,0,1,0,57.0,880,0,0,0,5,3,4,4,1,1,0,5,12,0,0
7968,6,2,3,4,20,2.5,3,2,3,9790,47,5,2656,451.0,6,47,0,6,0,0,1,3,3,80.0,1328,3,0,4,2,2,4,4,1,1,569,14,6,0,0
5260,5,1,3,4,20,2.5,3,0,0,8400,38,5,2104,168.0,5,38,0,6,356,1,1,3,2,70.0,1052,3,0,2,2,3,4,4,1,1,1016,12,6,0,0
19336,8,2,2,2,60,2.5,2,1,3,16059,15,5,3705,284.0,9,14,0,6,127,6,0,3,3,121.0,1301,3,0,0,5,5,4,4,1,1,0,15,6,0,0
3792,4,1,3,4,20,2.0,3,1,3,8190,53,6,1896,0.0,5,53,0,6,0,5,1,3,3,60.0,948,3,0,0,2,5,4,4,5,1,732,7,13,0,0
14133,7,2,2,2,70,1.0,3,0,3,11414,99,8,2747,0.0,8,16,0,6,509,6,0,1,3,60.0,1136,0,0,4,5,3,4,4,5,1,0,3,6,0,0
3476,4,0,1,2,30,1.0,3,0,3,5900,83,7,1309,0.0,4,48,0,6,0,6,0,1,1,51.0,869,0,0,4,2,3,4,4,6,1,0,3,13,0,0
12432,8,2,2,2,120,2.0,2,1,2,4590,1,5,3108,108.0,6,1,0,6,156,2,0,1,2,34.0,1554,3,3,0,2,2,1,4,1,1,24,16,12,0,0
12672,6,2,3,1,60,2.5,3,2,2,11075,39,5,3064,0.0,9,39,0,6,280,0,0,1,3,85.0,1092,3,0,4,5,2,4,4,1,1,500,12,6,0,0
7080,5,2,2,4,30,2.0,3,0,3,25339,89,7,2232,0.0,7,0,0,6,0,6,0,1,3,70.5,1416,3,0,0,2,3,4,4,1,1,0,19,13,0,0
9558,6,2,3,4,60,3.5,3,1,3,7415,4,5,2432,0.0,8,4,0,6,100,2,1,1,0,62.0,864,0,0,0,5,5,4,4,1,1,759,8,12,0,0
8286,6,2,2,4,20,2.5,3,1,3,9360,38,7,2542,0.0,5,4,0,6,0,0,1,3,2,78.0,1381,3,0,4,2,5,4,4,1,1,982,14,9,0,0
9792,6,1,3,4,20,3.0,3,1,3,9600,51,6,2872,183.0,6,21,0,2,289,5,1,3,2,80.0,1632,3,0,2,2,2,4,4,1,1,620,12,13,0,0
4770,5,1,1,1,30,1.0,3,1,3,6305,69,7,1874,0.0,5,57,0,6,0,6,0,1,3,50.0,954,3,0,0,2,2,0,4,2,1,0,6,8,0,0
13454,7,2,2,3,85,3.0,2,1,4,7301,6,5,1922,500.0,7,6,0,6,0,4,0,1,2,64.0,495,3,0,0,6,0,2,4,3,1,0,7,6,0,0
4900,5,2,3,4,20,1.0,3,0,3,7064,32,6,1960,153.0,6,32,0,6,192,1,0,1,3,71.0,980,3,0,4,2,3,4,4,5,1,560,19,9,0,0
12502,7,2,2,2,60,3.5,2,1,2,11250,7,5,2706,162.0,6,6,0,6,0,2,1,1,2,68.0,920,0,0,0,5,5,4,4,1,1,486,5,12,0,0
13552,8,2,2,0,20,3.0,2,1,0,10084,3,5,3380,186.0,7,2,0,6,255,2,1,1,2,75.0,1694,3,0,0,2,2,4,4,1,1,1369,21,12,0,0
5832,6,1,3,4,20,2.0,3,1,3,8000,61,6,1944,0.0,5,7,0,6,0,0,1,1,3,50.0,972,3,0,0,2,2,4,4,5,1,680,12,12,0,0
7185,5,2,3,4,20,2.5,3,1,3,14175,50,6,2625,0.0,6,19,0,3,304,5,1,1,3,70.5,1437,3,0,2,2,5,4,4,5,1,988,19,5,0,0
18104,8,2,2,2,60,2.5,2,1,3,9240,7,5,3318,396.0,7,6,189,6,0,6,0,1,0,70.0,1055,3,0,0,5,5,4,4,3,1,0,5,12,0,0
12075,7,2,3,4,60,2.5,3,1,3,11584,28,6,2264,96.0,6,28,0,6,0,2,0,3,2,80.0,1040,3,0,4,7,5,4,4,1,1,315,14,6,0,0
6180,5,1,2,4,20,1.5,3,1,3,10011,49,6,2306,64.0,6,10,0,2,0,1,0,1,3,72.0,1236,0,0,4,2,1,4,4,1,1,360,12,6,0,0
5200,5,1,3,4,20,1.0,3,0,3,7560,47,5,2080,0.0,6,47,0,6,140,3,0,1,2,70.0,1040,3,0,4,2,3,4,4,1,1,369,12,3,0,0
13632,8,3,2,0,20,3.0,2,1,3,11478,3,5,3408,200.0,7,2,0,6,0,2,1,1,2,98.0,1704,3,0,0,2,2,4,4,1,1,1218,16,12,0,0
9138,6,2,3,2,20,2.5,3,1,3,11361,32,5,2716,160.0,7,32,189,6,0,0,0,1,0,104.0,1523,3,0,4,2,5,4,0,1,1,644,14,9,0,0
11912,8,2,2,2,20,2.0,2,1,3,11216,0,5,2978,0.0,7,0,0,6,0,6,0,1,2,81.0,1489,3,0,0,2,2,1,5,1,1,0,21,12,0,0
10983,7,3,2,2,120,2.5,2,1,3,3635,2,5,2955,130.0,7,2,0,6,143,0,0,3,2,51.0,1569,3,4,0,2,5,4,4,1,1,988,0,12,0,0
8484,7,2,2,2,20,2.0,2,0,3,9100,8,5,2424,0.0,6,8,0,6,356,6,0,1,2,70.0,1212,3,0,0,2,3,4,4,1,1,0,5,12,0,0
11011,7,2,2,2,20,3.0,2,0,3,9808,7,5,3146,110.0,6,7,0,6,0,2,1,1,2,67.0,1573,0,0,0,2,3,4,4,1,1,788,5,12,0,0
10740,6,2,3,4,60,3.0,3,1,3,10400,34,5,2522,288.0,8,34,147,3,148,5,1,1,2,80.0,1012,3,0,2,5,5,4,4,1,1,247,14,12,0,0
7880,5,2,2,4,70,3.5,3,1,1,21384,86,6,2900,0.0,6,5,0,6,0,2,2,1,2,144.0,1072,3,0,0,5,5,4,4,1,1,1309,3,13,0,0
10368,6,2,2,2,60,2.5,2,0,3,8791,5,5,2592,0.0,7,5,0,6,216,5,0,1,2,64.0,864,0,0,0,5,3,4,4,1,1,503,21,12,0,0
12800,8,3,2,2,20,2.0,2,1,3,14230,2,5,3166,640.0,7,2,0,6,0,6,0,1,2,110.0,1600,3,0,0,2,2,4,4,1,1,0,16,12,0,0
17298,9,3,2,0,20,3.0,2,1,1,14157,2,5,3844,200.0,8,1,0,6,178,2,1,3,0,86.0,1922,0,0,0,2,2,4,4,1,1,1249,22,12,0,0
11844,7,2,2,0,60,2.5,3,0,0,13159,0,5,2538,0.0,6,0,0,6,208,6,0,1,2,83.0,846,0,0,2,5,3,4,5,1,1,0,23,12,0,0
13248,8,3,2,2,20,2.0,2,0,0,11096,1,5,3312,0.0,7,1,0,6,0,2,0,1,2,84.0,1656,3,0,0,2,3,4,4,1,1,24,21,12,0,0
4188,4,1,3,1,30,1.0,3,0,3,10800,122,7,1688,0.0,6,12,0,6,0,6,0,4,3,60.0,1047,3,0,2,2,3,4,4,5,1,0,17,12,0,0
24552,9,3,0,0,60,3.5,0,2,3,20431,1,5,4576,870.0,10,0,0,6,0,2,1,3,0,56.0,1848,1,0,0,5,0,4,5,1,1,1410,16,5,0,0
8550,6,2,3,4,20,2.0,3,1,3,10175,44,5,2850,272.0,7,44,0,6,0,1,0,1,2,100.0,1425,0,0,2,2,2,4,4,1,1,490,12,6,407,0
5712,6,1,1,4,30,1.0,3,1,3,8854,93,6,1904,0.0,4,59,40,6,0,6,0,1,3,52.0,952,3,0,1,1,2,4,4,5,1,0,3,13,0,0
4950,5,2,3,2,20,1.5,3,0,3,13568,11,5,1980,0.0,5,11,0,6,224,0,0,1,3,43.0,990,1,0,0,2,3,4,4,1,1,716,5,12,0,0
5928,6,2,3,4,80,2.0,3,2,1,21453,37,5,1926,0.0,4,37,0,6,0,0,1,0,3,80.0,988,0,0,0,7,5,4,4,1,1,938,4,9,130,0
4224,4,1,3,4,20,2.0,3,0,3,8900,40,4,2112,0.0,5,40,0,6,0,5,1,1,3,66.0,1056,3,0,4,2,3,4,4,5,1,1056,20,6,0,0
15714,9,3,0,0,20,3.0,0,2,1,14892,3,5,3492,160.0,7,2,0,6,201,2,1,1,0,42.0,1746,0,0,0,2,2,4,4,1,1,1320,8,12,0,0
12026,7,2,3,2,60,2.5,3,1,3,10141,11,5,2550,40.0,7,11,291,6,0,6,0,1,0,74.0,885,0,0,2,5,5,4,4,1,1,0,8,12,0,0
7320,5,2,3,2,80,2.5,3,1,0,12886,46,6,1984,0.0,6,10,100,3,302,0,0,1,2,70.0,1464,0,0,0,7,5,4,4,1,1,444,19,6,0,0
11620,7,2,2,2,60,2.5,2,0,3,8935,7,5,2491,95.0,7,7,0,6,144,6,0,1,2,68.0,831,0,0,0,5,3,4,4,1,1,0,5,12,0,0
15768,9,2,0,0,120,3.0,0,1,3,7658,5,5,3504,412.0,6,5,0,6,196,2,1,3,2,61.0,1752,3,4,0,2,2,4,4,1,1,456,16,8,0,0
13100,5,2,3,2,90,3.0,3,1,3,18890,30,5,3981,1.0,12,30,0,6,155,2,0,5,2,70.5,1361,0,2,0,0,5,4,4,3,2,498,19,9,0,0
46760,10,3,0,0,60,4.5,0,1,1,40094,0,5,7814,762.0,11,-1,0,6,208,2,1,3,0,130.0,3138,0,0,0,5,2,4,5,3,1,2260,7,5,0,0
3920,5,0,2,4,45,2.0,3,0,3,6130,84,6,1568,0.0,5,58,0,6,0,0,1,1,1,50.0,784,3,0,2,1,3,4,4,6,1,784,3,8,0,0
4480,4,2,1,4,20,2.5,3,0,3,6970,46,5,2160,0.0,5,46,0,6,168,0,1,1,2,85.0,1120,3,0,4,2,3,4,4,1,1,932,19,12,0,0
5528,4,2,3,4,20,1.5,3,1,3,11235,43,5,2433,51.0,6,27,0,6,0,5,0,1,3,75.0,1382,3,0,2,2,4,4,4,1,1,547,19,6,0,0
8316,6,2,3,4,60,2.5,3,1,2,11616,32,5,2058,328.0,6,32,0,6,335,5,0,3,0,70.5,672,0,0,4,5,5,4,0,1,1,438,19,6,0,0
334,1,0,1,3,20,1.0,1,0,4,5000,61,3,334,0.0,2,57,0,6,0,4,0,1,1,50.0,334,3,0,1,2,3,2,4,6,1,0,3,12,0,0
8400,7,2,2,2,160,2.5,2,0,3,3182,6,5,1800,0.0,4,5,0,6,0,6,0,1,2,30.0,600,3,4,0,5,3,4,4,5,1,0,21,8,0,0
9898,7,2,2,2,120,2.0,2,1,3,3072,2,5,2789,18.0,6,2,0,6,144,6,0,3,0,43.0,1414,3,4,0,2,5,4,4,1,1,0,0,12,0,0
7920,5,3,3,4,90,2.0,3,0,3,8944,42,5,3168,0.0,8,42,0,4,0,6,0,1,3,65.0,1584,3,2,4,2,3,4,4,5,2,0,12,9,0,0
12136,8,2,2,2,70,1.0,3,2,3,11435,77,7,2309,0.0,7,56,0,6,0,6,0,1,3,68.0,792,0,0,1,5,2,4,4,5,1,0,6,3,0,0
7548,6,2,2,4,20,2.5,2,0,3,11040,37,7,2516,144.0,5,4,0,6,55,0,0,1,2,80.0,1258,3,0,0,2,3,4,0,1,1,656,14,12,216,0
4510,5,1,3,4,20,1.0,3,0,3,6173,40,6,1778,75.0,6,40,0,6,0,2,0,1,3,70.5,902,0,0,4,2,3,4,4,1,1,599,19,6,0,0
6948,6,2,2,2,20,2.5,3,0,3,13072,2,5,2316,0.0,5,2,0,6,0,0,1,1,3,63.0,1158,3,0,0,2,3,4,5,5,1,941,20,12,0,0
4820,5,2,3,2,30,2.0,3,0,3,13360,88,7,1840,0.0,5,3,0,6,0,0,1,1,3,80.0,964,0,0,0,2,3,4,4,5,1,713,6,13,0,0
14280,6,2,3,2,60,2.5,3,1,3,18450,42,5,3401,113.0,7,28,0,5,0,3,0,0,3,74.5,1465,0,0,4,5,4,4,0,4,1,187,12,9,0,0
8624,7,2,2,2,20,3.0,2,0,0,7314,2,5,2464,82.0,6,2,0,6,132,2,1,1,2,64.0,1232,3,0,0,2,3,4,4,1,1,724,5,12,0,0
4320,5,1,3,4,20,1.0,3,0,0,7180,36,7,1728,0.0,5,36,0,6,0,0,0,3,3,60.0,864,0,0,4,2,3,4,4,5,1,390,5,6,0,0
13874,7,2,2,2,60,2.5,2,1,0,11287,18,6,2789,340.0,7,18,0,6,0,2,0,1,0,82.0,1175,3,0,2,5,5,4,4,1,1,421,20,9,196,0
15392,8,2,2,2,60,3.5,2,1,0,12011,8,5,3010,530.0,7,8,374,6,208,2,1,1,2,78.0,1086,0,0,0,5,5,4,4,1,1,956,15,12,0,0
14560,7,1,2,2,70,1.5,2,2,3,10918,83,9,3356,0.0,9,5,145,6,0,6,0,2,3,53.0,1276,3,0,0,5,2,4,4,5,1,0,6,8,0,0
9882,6,2,3,2,60,2.5,3,1,3,7917,8,5,2600,0.0,7,7,0,6,0,6,0,1,2,62.0,953,3,0,0,5,5,4,4,1,1,0,8,12,0,0
9702,6,2,2,2,120,3.0,2,1,3,8012,15,5,3221,0.0,5,14,0,6,0,3,1,1,2,50.0,1617,3,4,0,2,1,4,4,1,1,165,20,9,0,0
6700,5,1,3,3,20,1.0,3,1,4,9060,50,6,1340,98.0,7,1,0,6,116,4,0,3,2,60.0,1340,3,0,0,2,2,2,4,1,1,0,7,13,180,0
17460,9,3,0,0,20,3.5,0,1,0,10159,1,5,3870,450.0,8,0,0,6,168,2,1,3,0,83.0,1940,0,0,0,2,2,4,5,1,1,1646,16,12,0,0
11130,6,1,3,4,50,2.0,3,0,3,9525,52,4,2849,0.0,7,34,0,6,182,5,0,1,3,75.0,1216,3,0,2,0,3,0,4,1,1,444,7,13,0,0
4420,5,2,2,2,85,2.0,3,0,0,9180,24,7,1724,0.0,5,24,0,6,240,0,1,1,2,66.0,884,0,0,2,6,3,4,4,1,1,747,20,6,0,0
11382,7,2,2,2,160,2.5,2,0,3,2628,7,5,2390,106.0,6,7,0,6,0,6,0,1,2,36.0,764,3,3,0,5,3,4,4,3,1,0,16,12,0,0
6420,5,1,3,4,50,1.5,3,0,3,3500,62,7,2004,0.0,5,59,0,6,0,3,0,1,3,50.0,720,3,0,4,0,3,4,4,5,1,312,17,0,0,0
18320,8,2,2,2,60,2.5,2,1,2,11250,6,5,3418,0.0,9,6,0,6,0,6,0,1,3,70.0,1149,3,0,0,5,2,4,4,1,1,0,5,5,0,0
4080,5,2,3,2,90,2.0,1,0,1,8472,47,5,1632,0.0,5,47,0,6,106,3,1,1,3,110.0,816,1,2,4,2,3,4,4,4,1,104,9,13,0,0
15281,7,3,2,2,50,2.5,2,0,3,13837,18,5,3387,178.0,9,18,0,6,0,2,0,1,3,80.0,1377,0,0,2,0,3,1,4,1,1,1002,14,6,0,0
9345,5,2,3,4,50,1.0,3,0,3,8820,119,6,2837,0.0,7,13,0,6,48,3,0,3,3,98.0,1188,3,0,4,0,3,4,4,5,1,1088,17,12,0,0
11522,7,1,3,4,75,2.0,3,2,3,7128,66,5,2564,0.0,7,57,126,6,0,5,0,1,3,53.0,918,3,0,2,4,2,4,4,5,1,364,6,8,0,0
14752,8,2,2,2,20,3.0,2,1,3,10994,4,5,3688,366.0,7,3,0,6,165,2,1,1,0,88.0,1844,0,0,0,2,2,1,0,1,1,976,20,12,0,0
12568,8,3,2,2,20,2.0,2,1,1,10991,0,5,3142,80.0,7,0,0,6,100,6,0,1,0,89.0,1571,0,0,0,2,2,4,5,1,1,0,23,12,0,0
14574,7,2,2,2,50,2.5,3,0,3,11426,5,5,3444,0.0,6,5,0,4,280,6,0,1,3,63.0,1362,3,0,0,0,3,4,4,5,1,0,17,12,0,0
13713,7,3,3,4,90,3.0,3,0,3,11070,18,5,3866,70.0,9,17,0,6,0,6,0,1,3,82.0,1959,3,2,2,2,3,4,3,0,2,0,11,12,0,0
18992,8,3,0,2,60,2.5,2,1,3,11999,4,5,3555,340.0,10,3,0,6,104,6,0,3,0,93.0,1234,3,0,0,5,2,4,4,3,1,0,16,12,0,0
12852,6,1,2,2,60,2.5,3,1,3,13000,41,6,3038,576.0,8,41,252,6,0,5,0,1,0,100.0,1182,3,0,4,5,2,4,4,1,1,448,12,12,0,0
8400,7,2,2,2,160,2.5,2,0,3,3180,1,5,1720,0.0,4,1,0,6,0,6,0,1,2,30.0,520,3,4,0,5,3,4,0,5,1,0,21,8,0,0
15936,8,2,2,0,60,2.5,2,1,3,9375,5,5,3045,768.0,9,4,0,6,140,6,0,3,2,75.0,1053,3,0,0,5,2,4,4,1,1,0,21,12,0,0
18280,8,3,2,2,60,2.5,2,1,3,11000,7,5,3254,72.0,8,7,0,6,0,6,0,1,0,90.5,997,3,0,0,5,5,4,4,3,1,0,15,12,0,0
12768,7,2,2,2,20,3.0,3,2,1,115149,36,5,3467,351.0,5,5,0,6,380,2,1,1,3,80.0,1824,1,0,4,2,5,4,4,1,1,1219,4,9,0,0
16650,9,3,2,0,20,3.0,2,1,1,16033,2,5,3683,378.0,8,1,0,6,519,2,1,3,0,98.0,1850,0,0,0,2,2,4,4,1,1,1261,16,12,0,0
6775,5,0,3,4,190,3.0,3,0,3,10106,68,7,1999,0.0,6,9,0,6,140,0,1,1,1,62.0,808,3,1,2,0,3,4,4,6,2,351,7,13,0,0
11676,7,2,2,2,60,2.5,2,0,3,11317,4,5,2508,101.0,8,4,0,6,144,6,0,1,2,72.0,840,3,0,0,5,3,4,4,1,1,0,5,12,0,0
8436,6,0,1,4,50,1.0,3,0,3,7920,88,7,1725,0.0,6,58,0,6,0,6,0,1,1,60.0,1035,0,0,4,0,3,4,4,6,1,0,9,8,0,0
11328,6,2,2,4,20,2.5,2,1,3,16492,44,6,3405,0.0,6,8,0,4,0,0,0,1,0,137.0,1888,0,0,0,2,2,4,4,1,1,247,12,3,0,0
9824,8,2,2,2,120,3.0,2,1,2,4671,20,5,2456,0.0,5,19,0,6,168,2,1,1,0,40.0,1228,0,4,2,2,2,4,4,1,1,767,22,6,0,0
9828,6,2,3,2,60,3.5,3,2,1,9042,10,5,2581,0.0,7,10,0,6,100,2,1,1,0,59.0,943,0,0,2,5,5,4,4,1,1,828,8,12,0,0
3840,4,1,3,4,20,2.0,3,0,3,10921,42,5,1920,48.0,6,42,0,6,120,5,1,3,0,73.0,960,3,0,4,2,3,4,4,1,1,520,7,6,0,0
15282,9,3,0,0,20,3.0,0,1,3,13286,2,5,3396,340.0,8,1,0,6,327,2,1,3,0,86.0,1698,0,0,0,2,2,4,4,1,1,1234,7,5,0,0
5315,5,1,3,4,20,2.0,3,0,3,9920,56,5,2119,110.0,6,56,0,6,0,5,1,1,2,80.0,1063,3,0,4,2,3,4,4,1,1,354,12,6,0,0
6180,5,1,3,4,20,1.0,3,1,3,6993,45,7,2148,0.0,6,12,0,6,0,1,0,1,3,65.0,1236,3,0,4,2,5,4,4,1,1,465,19,6,0,0
7675,5,2,3,3,90,2.0,3,0,4,7018,30,5,1535,0.0,8,30,0,6,0,4,0,1,3,64.0,1535,3,2,4,2,3,2,2,1,2,0,20,6,0,0
2520,4,0,3,2,180,2.0,3,0,0,1890,36,7,1260,0.0,3,36,0,6,88,0,1,1,1,21.0,630,3,3,2,6,3,4,4,6,1,495,10,5,0,0
4368,4,1,3,4,160,1.5,3,0,3,2217,39,4,1638,0.0,6,39,0,6,238,1,0,1,2,21.0,546,3,4,4,5,3,4,4,1,1,273,10,5,0,0
14868,9,2,0,0,20,3.0,2,2,3,13173,3,5,3304,300.0,6,2,0,6,404,2,1,3,0,108.0,1652,0,0,0,2,0,4,4,1,1,1572,16,12,0,0
5720,5,2,3,4,20,2.0,3,0,3,7875,47,6,2288,136.0,6,47,0,6,0,5,1,1,3,75.0,1144,3,0,2,2,3,4,4,1,1,572,12,12,0,0
14360,8,3,2,0,20,2.0,2,1,0,9986,1,5,3590,428.0,7,0,0,6,0,6,0,1,2,75.0,1795,3,0,0,2,2,4,5,1,1,0,21,12,0,0
10787,7,3,2,2,20,2.0,2,1,3,13704,5,5,3082,150.0,6,4,0,6,468,6,0,1,2,118.0,1541,0,0,0,2,5,4,4,1,1,0,5,12,0,0
7535,5,1,3,4,80,2.0,3,0,3,7910,48,5,2582,0.0,7,48,0,0,0,0,0,3,3,70.0,1507,3,0,2,7,3,4,4,2,1,666,12,3,0,0
11528,8,2,2,2,160,2.5,2,0,3,2645,8,5,2217,456.0,5,7,0,6,206,6,0,1,3,24.0,764,3,3,0,5,3,4,4,5,1,0,21,8,0,0
10353,7,2,2,2,20,2.0,2,0,3,9382,9,5,2947,125.0,6,8,0,6,120,6,0,1,2,93.0,1479,0,0,0,2,3,4,4,1,1,0,5,12,0,0
5922,6,1,3,4,160,1.5,3,0,3,1680,37,3,1470,604.0,5,37,0,6,0,0,0,1,3,21.0,483,3,4,4,5,3,4,4,5,1,358,2,6,0,0
2688,4,1,3,4,30,2.0,3,0,3,9340,68,6,1344,0.0,4,59,0,6,0,5,1,3,3,50.0,672,3,0,4,2,3,4,4,1,1,344,7,8,0,0
10960,5,1,2,4,75,2.5,3,1,3,8400,69,8,2492,0.0,8,11,0,6,262,3,0,1,3,60.0,1052,3,0,0,3,2,4,4,5,1,378,18,13,0,0
16000,8,3,2,2,20,3.0,2,0,3,10386,3,5,4000,246.0,8,2,0,6,168,2,1,1,0,80.0,2000,3,0,0,2,3,4,4,1,1,1464,5,5,0,0
5625,5,2,3,2,20,1.5,3,0,3,8536,1,5,2250,0.0,5,0,0,6,80,6,0,1,3,74.0,1125,3,0,2,2,3,4,5,1,1,0,7,12,0,0
5620,5,0,3,3,20,1.0,3,1,4,8335,52,5,1124,0.0,5,52,0,3,0,4,0,1,1,77.0,1124,3,0,2,2,2,2,4,6,1,0,7,13,0,0
11034,6,2,2,4,20,3.0,3,2,3,14442,50,7,3316,106.0,7,3,200,6,0,2,1,3,0,110.0,1839,3,0,0,2,5,4,4,1,1,1186,6,5,0,0
12864,6,2,2,2,50,2.5,2,2,1,159000,49,7,3588,472.0,7,1,0,6,0,5,0,1,0,80.0,1444,1,0,2,0,5,4,4,1,1,697,4,13,0,0
15820,7,2,2,0,60,3.5,2,0,1,14000,14,5,3566,0.0,7,13,0,6,296,2,1,1,2,80.0,1306,3,0,0,5,3,4,4,1,1,1201,4,13,0,0
11862,6,2,3,4,60,2.0,3,1,3,9500,43,6,2793,272.0,9,29,0,6,0,5,0,1,2,100.0,1127,3,0,4,5,5,4,4,1,1,442,12,12,0,0
3380,4,2,3,4,20,2.0,3,0,3,7599,25,6,1690,0.0,4,1,0,6,0,0,1,1,3,69.0,845,3,0,4,2,3,4,4,5,1,565,11,6,0,0
10716,6,2,2,2,60,3.5,3,0,3,9337,10,5,2610,0.0,7,10,0,6,0,2,1,1,2,69.0,905,0,0,0,5,3,4,4,1,1,648,5,12,0,0
15330,6,2,3,0,70,2.0,3,1,3,11526,86,7,2759,0.0,11,14,0,2,431,6,0,1,0,79.0,1423,0,0,1,3,2,4,4,5,1,0,6,8,0,0
8500,5,2,2,4,20,2.0,3,1,3,10552,51,5,3098,0.0,6,51,0,6,0,5,0,3,2,70.0,1700,0,0,2,2,2,4,4,1,1,1018,12,3,0,0
10026,6,2,3,2,60,3.5,3,1,3,10852,6,5,2630,0.0,7,6,0,6,0,2,1,1,0,58.0,959,0,0,0,5,5,4,4,1,1,786,8,12,0,0
8256,6,1,3,4,50,2.0,3,1,3,8600,69,6,2156,0.0,7,56,0,6,0,6,0,1,3,50.0,780,3,0,4,0,2,4,4,5,1,0,9,8,0,0
10134,6,2,3,4,20,1.0,3,1,3,9855,53,5,3125,0.0,7,53,0,6,0,6,0,3,3,73.0,1689,3,0,1,2,2,4,4,1,1,0,7,13,0,0
17878,7,2,3,4,70,1.5,3,0,3,10800,117,8,3272,0.0,8,9,0,6,0,6,0,1,3,60.0,1576,3,0,0,5,3,4,4,5,1,0,17,13,0,0
7080,5,3,3,4,50,1.5,3,1,2,12665,93,8,2292,0.0,7,58,0,6,418,6,0,1,3,100.0,876,0,0,2,0,2,4,4,5,1,0,17,13,0,0
4080,5,1,3,4,20,2.0,3,0,3,7100,49,7,1632,0.0,5,49,0,6,0,2,1,1,3,73.0,816,0,0,4,2,3,4,4,5,1,708,12,14,0,0
9590,7,2,3,2,20,2.0,3,1,3,10400,33,5,2460,189.0,6,33,0,6,0,6,0,1,2,80.0,1370,3,0,4,2,5,4,3,1,1,0,14,6,0,0
8652,6,2,3,4,20,2.0,3,1,3,11717,39,6,2884,571.0,6,39,0,6,371,6,0,3,2,80.0,1442,0,0,4,2,5,4,4,1,1,0,14,6,0,0
6425,5,1,3,4,50,2.0,3,0,3,8635,60,5,1957,0.0,6,7,0,2,0,1,1,1,3,50.0,1072,3,0,4,0,3,4,4,5,1,336,3,13,0,0
10318,7,2,3,2,80,2.5,3,1,3,8530,14,5,1858,22.0,7,13,0,6,120,6,0,1,0,65.0,804,0,0,2,7,5,4,4,3,1,0,8,6,0,0
