MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,QualityArea,TotalSF,HouseAge,RemodAge,TotalBath,TotalPorchSF
60,3,65.0,7750,1,1,3,3,0,4,0,8,6,2,0,5,7,5,2003,2003,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,660,660,1,0,1,3,660,660,0,1320,0,0,2,1,3,1,2,6,6,0,3,1,2003.0,0,2,400,5,5,2,0,48,0,0,0,0,3,4,1,0,8,2007,8,4,9240,1980,4,4,2.5,48
60,3,98.0,12203,1,1,0,3,0,0,0,15,2,2,0,5,8,5,1998,1999,3,1,12,13,1,975.0,2,4,2,2,4,3,2,854,6,0,371,1225,1,0,1,3,1276,1336,0,2612,1,0,2,1,4,1,2,8,6,1,5,1,1998.0,0,3,676,5,5,2,250,0,0,0,0,0,3,4,1,0,7,2009,8,4,20896,3837,11,10,3.5,0
75,3,174.0,25419,1,1,3,3,0,0,0,12,0,2,0,5,8,4,1918,1990,1,1,11,12,2,0.0,2,2,2,4,4,3,2,1036,3,184,140,1360,1,2,1,3,1360,1360,392,3112,1,1,2,0,4,1,2,8,6,1,0,5,1918.0,3,2,795,5,5,2,0,16,552,0,0,512,0,0,1,0,3,2006,8,0,24896,4080,88,16,3.5,568
75,3,60.0,6204,1,1,3,0,0,4,0,18,2,2,0,3,4,5,1912,1950,1,1,13,14,2,0.0,2,4,2,4,0,3,6,0,6,0,795,795,1,4,0,3,954,795,481,2230,1,0,1,0,5,1,3,10,6,0,3,5,1997.0,3,1,440,5,2,2,0,188,0,0,0,0,3,4,1,0,3,2006,8,4,8920,2544,94,56,2.0,188
60,3,83.0,10005,1,1,3,3,0,4,0,4,2,2,0,5,7,5,1977,1977,3,1,9,10,1,299.0,3,4,1,2,4,3,1,392,6,0,768,1160,1,0,1,3,1156,866,0,2022,0,0,2,1,4,1,3,8,6,1,5,1,1977.0,0,2,505,5,5,2,288,117,0,0,0,0,3,4,1,0,3,2008,8,4,14154,3182,31,31,2.5,117
60,3,80.0,16659,1,1,0,3,0,0,0,14,3,2,0,5,7,7,1977,1994,1,1,9,10,1,34.0,3,4,1,4,4,3,0,795,6,0,0,795,1,1,1,3,1468,795,0,2263,1,0,2,1,3,1,2,9,6,1,5,1,1977.0,0,2,539,5,5,2,0,250,0,0,0,0,3,4,1,0,3,2006,8,4,15841,3058,29,12,3.5,250
60,3,63.0,9084,1,1,0,3,0,4,0,8,2,2,0,5,7,5,1998,1998,3,1,12,13,2,0.0,3,4,2,2,4,3,6,0,6,0,935,935,1,2,1,3,955,677,0,1632,0,0,2,1,3,1,3,8,6,1,5,1,1998.0,0,2,462,5,5,2,0,28,0,0,0,0,3,4,1,0,6,2006,8,4,11424,2567,8,8,2.5,28
120,3,38.0,14963,1,1,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,2,0.0,2,4,2,2,4,3,2,786,6,0,474,1260,1,0,1,3,1288,0,0,1288,1,0,1,1,1,1,0,4,6,2,2,1,1996.0,0,2,500,5,5,2,120,30,0,0,224,0,3,4,1,0,12,2008,8,4,10304,2548,12,12,2.5,254
20,3,75.0,9464,1,1,3,3,0,0,0,12,2,2,0,2,6,7,1958,1958,3,1,8,8,1,135.0,3,2,1,4,4,3,1,570,6,0,510,1080,1,2,1,3,1080,0,0,1080,0,0,1,0,3,1,3,5,6,0,3,1,1958.0,3,1,288,5,5,2,0,0,0,0,130,0,3,4,1,0,6,2008,8,4,6480,2160,50,50,1.0,130
20,3,70.0,9135,1,1,3,3,0,4,0,5,2,2,0,2,6,5,2003,2003,1,1,12,13,1,120.0,2,4,2,2,4,0,2,340,6,0,1342,1682,1,0,1,3,1700,0,0,1700,1,0,2,0,3,1,2,7,6,0,3,1,2003.0,2,2,544,5,5,2,192,23,0,0,0,0,3,4,1,0,5,2006,8,4,10200,3382,3,3,3.0,23
50,3,50.0,7000,1,1,3,3,0,0,0,17,0,2,0,0,6,6,1924,1950,1,1,8,8,2,0.0,3,2,0,1,4,3,3,617,6,0,0,617,1,2,1,3,865,445,0,1310,0,0,2,0,2,1,3,6,2,0,3,1,1924.0,3,1,398,5,5,2,0,0,126,0,0,0,3,4,1,0,5,2006,0,4,7860,1927,82,56,2.0,126
20,3,60.0,9600,1,1,3,3,0,4,0,19,2,2,0,2,4,7,1950,1995,1,1,12,6,2,0.0,3,4,1,2,4,3,1,442,6,0,625,1067,1,4,1,3,1067,0,0,1067,0,0,2,0,2,1,2,4,3,0,3,1,1996.0,3,2,436,5,5,2,290,0,0,0,0,0,3,4,1,0,2,2010,8,4,4268,2134,60,15,2.0,0
190,4,69.0,9142,1,0,3,3,0,4,0,17,2,2,1,5,6,8,1910,1950,1,1,0,0,2,0.0,3,1,4,1,4,3,6,0,6,0,1020,1020,1,2,0,2,908,1020,0,1928,0,0,2,0,4,2,1,9,6,0,3,5,1910.0,3,1,440,4,4,2,0,60,112,0,0,0,3,4,1,0,4,2006,8,4,11568,2948,96,56,2.0,172
60,3,80.0,16692,1,1,0,3,0,4,0,14,6,2,0,5,7,5,1978,1978,1,1,9,10,1,184.0,3,4,1,2,4,3,1,790,3,469,133,1392,1,4,1,3,1392,1392,0,2784,1,0,3,1,5,1,2,12,6,2,5,1,1978.0,2,2,564,5,5,2,0,112,0,0,440,519,1,2,4,2000,7,2006,8,4,19488,4176,28,28,4.5,552
60,3,75.0,9750,1,1,3,3,0,0,0,5,2,2,0,5,7,6,1998,1998,1,1,12,13,2,0.0,3,4,2,2,4,0,2,975,6,0,133,1108,1,0,1,3,1108,989,0,2097,1,0,2,1,3,1,2,8,6,1,5,5,1998.0,2,2,583,5,5,2,253,170,0,0,0,0,3,4,1,0,6,2006,8,4,14679,3205,8,8,3.5,170
30,4,60.0,5890,1,1,3,3,0,0,0,9,2,2,0,2,6,8,1930,2007,1,1,13,14,2,0.0,2,2,0,4,4,0,0,538,6,0,278,816,1,0,1,3,816,0,0,816,0,0,1,0,2,1,3,5,6,0,3,5,2002.0,3,1,432,5,5,2,0,0,96,0,0,0,3,4,1,0,6,2008,8,4,4896,1632,78,1,1.0,96
60,3,80.0,53107,1,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,2,0.0,2,4,2,2,4,0,2,985,6,0,595,1580,1,0,1,3,1079,874,0,1953,1,0,2,1,3,1,2,9,6,2,1,1,1992.0,0,2,501,5,5,2,216,231,0,0,0,0,3,4,1,0,6,2007,8,4,11718,3533,15,15,3.5,231
120,3,40.0,5664,1,1,0,3,0,4,0,22,2,2,4,2,8,5,2000,2000,1,1,5,5,2,0.0,2,4,2,2,4,3,2,1158,6,0,343,1501,1,0,1,3,1659,0,0,1659,1,0,2,0,2,1,0,5,6,1,0,1,2000.0,0,2,499,5,5,2,212,59,0,0,0,0,3,4,1,0,10,2009,8,4,13272,3160,9,9,3.0,59
20,3,102.0,17920,1,1,3,3,0,4,0,19,2,2,0,2,5,4,1955,1974,3,1,13,10,2,0.0,3,4,1,4,4,2,0,306,5,1085,372,1763,1,4,1,3,1779,0,0,1779,1,0,1,1,3,1,3,6,6,1,2,1,1955.0,3,2,454,5,5,2,0,418,0,0,312,0,3,4,1,0,7,2006,8,0,8895,3542,51,32,2.5,730
120,3,43.0,3010,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,1,16.0,2,4,2,2,4,0,2,16,6,0,1232,1248,1,0,1,3,1248,0,0,1248,0,0,2,0,2,1,2,5,6,0,3,1,2005.0,0,2,438,5,5,2,108,0,0,0,0,0,3,4,1,0,3,2006,6,5,8736,2496,1,0,2.0,0
60,1,73.5,7050,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2001,2001,1,1,12,13,2,0.0,2,4,2,2,4,3,2,738,6,0,319,1057,1,0,1,3,1057,872,0,1929,1,0,2,1,3,1,2,7,6,1,5,1,2001.0,0,2,650,5,5,2,0,235,0,0,0,0,3,4,1,0,5,2007,8,4,13503,2986,6,6,3.5,235
20,3,80.0,9600,1,1,3,3,0,2,0,24,1,2,0,2,6,8,1976,1976,1,1,8,8,2,0.0,3,4,1,2,4,1,0,978,6,0,284,1262,1,0,1,3,1262,0,0,1262,0,1,2,0,3,1,3,6,6,1,5,1,1976.0,2,2,460,5,5,2,298,0,0,0,0,0,3,4,1,0,5,2007,8,4,7572,2524,31,31,2.5,0
60,3,77.0,9965,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2007,2007,1,1,12,13,3,220.0,2,4,2,0,4,0,2,984,6,0,280,1264,1,0,1,3,1282,1414,0,2696,1,0,2,1,4,1,0,10,6,1,2,3,2007.0,0,3,792,5,5,2,120,184,0,0,168,0,3,4,1,0,10,2007,6,5,18872,3960,0,0,3.5,352
20,3,65.0,8450,1,1,3,3,0,4,0,19,5,2,0,2,5,8,1965,2009,1,1,8,8,2,0.0,3,2,1,4,4,3,2,553,1,117,224,894,1,0,1,3,894,0,0,894,1,0,1,0,3,1,3,5,6,1,2,5,1973.0,3,1,336,5,5,2,416,144,0,0,0,0,3,2,1,0,4,2010,8,4,4470,1788,45,1,2.0,144
190,4,60.0,10800,1,2,3,3,0,4,0,17,2,2,1,0,6,7,1905,2000,1,1,13,14,2,0.0,3,4,0,1,4,3,6,0,6,0,482,482,1,0,0,3,1221,691,0,1912,0,0,2,0,3,2,3,7,6,1,5,5,2003.0,3,2,672,2,5,2,0,25,212,0,0,0,3,4,1,0,4,2008,8,4,11472,2394,103,8,2.0,237
20,2,60.0,7800,1,1,3,3,0,0,0,20,2,2,0,2,5,5,1965,1965,1,1,12,13,2,0.0,3,4,1,4,4,3,1,641,6,0,187,828,1,2,1,3,965,0,0,965,1,0,1,0,3,1,3,6,6,0,3,5,1979.0,3,1,300,5,5,2,421,0,0,0,0,0,3,2,1,0,7,2006,8,0,4825,1793,41,41,2.0,0
90,3,94.0,9400,1,1,3,2,0,0,0,11,2,2,2,5,6,5,1971,1971,4,1,8,15,2,0.0,3,4,1,4,4,0,6,0,6,0,912,912,1,4,1,3,912,912,0,1824,0,0,2,2,4,2,3,8,6,0,3,6,1971.0,1,0,0,3,3,2,128,0,0,0,0,0,3,4,1,0,4,2010,8,4,10944,2736,39,39,3.0,0
20,3,70.0,14781,1,1,1,3,0,1,0,5,2,2,0,2,8,5,2001,2002,3,1,12,13,1,178.0,2,4,2,2,4,1,6,0,6,0,1753,1753,1,0,1,3,1787,0,0,1787,0,0,2,0,3,1,2,7,6,1,5,1,2001.0,2,3,748,5,5,2,198,150,0,0,0,0,3,4,1,0,8,2006,8,4,14296,3540,5,4,2.0,150
90,3,92.0,12108,1,1,3,3,0,4,0,7,2,2,2,2,4,4,1955,1955,1,1,12,13,1,270.0,3,4,1,4,4,3,0,133,6,0,1307,1440,1,4,0,1,1440,0,0,1440,0,0,2,0,4,2,1,8,6,0,3,6,1955.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,9,2008,8,4,5760,2880,53,53,2.0,0
50,3,80.0,9600,1,1,3,3,0,4,0,12,2,2,0,0,6,5,1950,1950,1,1,12,13,2,0.0,3,4,1,4,4,3,1,280,6,0,752,1032,1,4,1,0,1032,220,0,1252,0,0,1,0,3,1,3,6,6,0,3,1,1950.0,3,1,288,5,5,2,0,0,96,0,0,0,3,4,1,0,4,2008,8,0,7512,2284,58,58,1.0,96
20,3,91.0,14303,1,1,0,3,0,0,0,15,2,2,0,2,8,5,1994,1994,3,1,6,6,1,554.0,2,4,2,2,4,1,2,1314,6,0,672,1986,1,0,1,3,1987,0,0,1987,1,0,2,0,2,1,2,7,6,1,5,1,1994.0,0,2,691,5,5,2,262,36,0,0,0,0,3,4,1,0,8,2008,8,4,15896,3973,14,14,3.0,36
85,3,90.0,10012,1,1,3,3,0,4,0,7,2,2,0,6,4,5,1972,1972,1,1,9,10,2,0.0,3,4,1,2,4,0,1,920,5,180,38,1138,1,4,1,3,1181,0,0,1181,1,0,2,0,3,1,3,6,6,0,3,5,1974.0,2,2,588,5,5,2,0,0,180,0,0,0,3,2,1,0,4,2008,8,4,4724,2319,36,36,3.0,180
60,3,93.0,10261,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,1,318.0,3,4,2,2,4,3,6,0,6,0,936,936,1,0,1,3,962,830,0,1792,1,0,2,1,3,1,3,8,6,1,5,1,2000.0,0,2,451,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2008,8,4,10752,2728,8,8,3.5,0
30,3,56.0,4060,1,1,3,3,0,0,0,7,1,2,0,2,5,8,1922,1950,1,1,13,14,2,0.0,3,4,2,1,4,3,6,0,6,0,864,864,1,0,1,3,864,0,0,864,0,0,1,0,2,1,3,4,6,0,3,6,1922.0,1,0,0,3,3,2,0,96,0,0,0,0,3,4,1,0,7,2009,8,4,4320,1728,87,59,1.0,96
20,3,80.0,8700,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1963,1963,3,1,8,8,1,148.0,3,2,1,4,4,2,0,776,6,0,344,1120,1,2,1,3,1128,0,0,1128,1,0,2,0,3,1,3,6,6,0,3,1,1963.0,2,2,525,5,5,2,192,20,123,0,0,0,3,2,1,0,12,2008,8,4,5640,2248,45,45,3.0,143
60,1,75.0,9000,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0,6,0,1088,1088,1,0,1,3,1088,871,0,1959,0,0,2,1,3,1,2,8,6,1,2,1,2006.0,2,3,1025,5,5,2,208,46,0,0,0,0,3,4,1,0,12,2007,8,4,15672,3047,1,1,2.5,46
60,3,70.0,7700,1,1,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,8,8,1,351.0,3,4,1,4,4,3,6,0,6,0,756,756,1,4,1,3,1051,788,0,1839,0,0,1,1,4,1,3,7,6,1,5,1,1966.0,3,2,442,5,5,2,0,124,216,0,0,0,3,4,1,0,6,2010,8,4,11034,2595,44,44,1.5,340
20,3,70.5,7162,1,1,0,3,0,4,0,19,2,2,0,2,5,7,1966,1966,1,1,6,6,0,41.0,3,4,2,4,4,3,6,0,6,0,876,876,1,4,1,3,904,0,0,904,0,0,1,0,3,1,3,6,6,0,3,1,1966.0,3,1,408,5,5,2,0,0,0,0,0,0,3,2,1,0,12,2008,8,0,4520,1780,42,42,1.0,0
20,3,61.0,8800,1,1,0,3,0,4,0,5,2,2,0,2,5,7,1977,2008,1,1,6,6,2,0.0,3,4,1,2,4,2,3,532,5,144,364,1040,1,4,1,3,1040,0,0,1040,0,0,2,0,3,1,2,5,6,0,3,5,1977.0,3,2,484,5,5,2,0,0,0,0,288,0,3,4,1,0,9,2009,8,4,5200,2080,32,1,2.0,288
120,3,55.0,7892,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1979,1979,1,1,9,10,2,0.0,3,4,1,2,4,3,6,0,6,0,918,918,1,4,1,3,918,0,0,918,0,0,2,0,2,1,3,5,6,1,5,1,1979.0,3,1,264,5,5,2,28,0,0,0,0,0,3,4,1,0,4,2010,8,4,5508,1836,31,31,2.0,0
80,3,80.0,9600,1,1,3,3,0,4,0,12,2,2,0,7,6,6,1955,1972,1,1,0,0,1,164.0,3,4,1,4,4,0,1,674,3,132,350,1156,1,0,1,3,1520,0,0,1520,1,0,1,0,3,1,3,7,6,2,2,2,1955.0,2,1,364,5,5,2,0,0,189,0,0,0,3,4,1,0,3,2010,8,4,9120,2676,55,38,2.0,189
20,3,85.0,11900,1,1,3,3,0,4,0,14,2,2,0,2,7,5,1977,1977,3,1,9,10,1,209.0,3,2,1,4,4,3,0,822,6,0,564,1386,1,4,1,3,1411,0,0,1411,0,0,2,0,3,1,3,6,6,1,5,1,1977.0,0,2,544,5,5,2,192,0,0,0,0,0,3,4,1,0,4,2009,8,3,9877,2797,32,32,2.0,0
75,4,60.0,9600,1,0,3,3,0,4,0,17,2,2,0,4,6,5,1917,1950,1,1,0,0,2,0.0,3,4,0,2,4,3,5,319,6,0,416,735,4,1,0,3,1134,924,0,2058,0,0,1,1,3,1,3,8,6,1,2,5,1950.0,3,2,396,1,1,1,0,0,259,0,0,0,3,4,1,0,4,2008,8,4,12348,2793,91,58,1.5,259
80,3,66.5,19690,1,1,0,3,0,1,0,7,2,2,0,7,6,7,1966,1966,0,4,9,10,2,0.0,2,2,1,2,4,0,6,0,6,0,697,697,1,4,1,3,1575,626,0,2201,0,0,2,0,4,1,2,8,6,1,2,1,1966.0,3,2,432,2,2,2,586,236,0,0,0,738,2,0,1,0,8,2006,8,2,13206,2898,40,40,2.0,236
60,3,60.0,6931,1,1,3,3,0,4,0,7,2,2,0,5,7,5,2003,2004,1,1,12,13,3,92.0,2,4,2,2,4,3,6,0,6,0,746,746,1,0,1,3,760,896,0,1656,0,0,2,1,3,1,2,7,6,1,2,3,2003.0,0,2,397,5,5,2,178,128,0,0,0,0,3,4,1,0,7,2008,8,4,11592,2402,5,4,2.5,128
20,3,66.0,16196,1,1,2,2,0,4,0,20,2,2,0,2,7,5,1998,1998,1,1,12,13,2,0.0,2,4,2,2,4,1,2,1443,6,0,39,1482,1,0,1,3,1494,0,0,1494,1,0,2,0,3,1,2,5,6,1,1,1,1998.0,2,2,514,5,5,2,402,25,0,0,0,0,3,4,1,0,8,2007,8,4,10458,2976,9,9,3.0,25
60,3,70.0,8400,1,1,3,3,0,4,0,20,2,2,0,5,6,6,1980,1981,1,1,6,6,1,130.0,3,4,1,2,4,3,6,0,6,0,650,650,1,4,1,3,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,5,1,1980.0,3,2,476,5,5,2,0,50,0,0,204,0,3,2,1,0,4,2010,8,4,9384,2214,30,29,2.5,254
20,3,74.5,10530,1,1,0,3,0,0,0,12,2,2,0,2,6,5,1971,1971,3,1,9,10,2,0.0,3,4,1,4,4,3,0,282,3,35,664,981,1,4,1,3,981,0,0,981,1,0,1,1,3,1,3,5,6,0,3,5,1979.0,3,2,576,5,5,2,0,312,40,0,0,0,3,4,1,0,3,2007,8,4,5886,1962,36,36,2.5,352
70,3,55.0,10592,1,1,3,3,0,4,0,6,2,2,0,5,6,7,1923,1996,3,1,13,14,2,0.0,3,2,2,4,0,3,6,0,6,0,602,602,1,4,1,3,900,602,0,1502,0,0,1,1,3,1,2,7,6,2,5,5,1923.0,3,1,180,5,5,2,96,0,112,0,53,0,3,4,1,0,8,2007,8,4,9012,2104,84,11,1.5,165
20,3,69.0,14850,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1957,1957,1,1,13,14,2,0.0,3,4,1,4,4,3,5,895,6,0,197,1092,1,4,1,0,1092,0,0,1092,1,0,1,0,2,1,3,6,6,1,5,1,1957.0,0,1,299,5,5,2,268,0,0,0,122,0,3,3,1,0,5,2006,8,4,5460,2184,49,49,2.0,122
50,2,55.0,4500,1,2,1,0,0,4,0,18,2,2,0,0,5,5,1932,2000,1,1,12,12,2,0.0,3,4,0,4,4,3,5,182,6,0,611,793,1,0,1,3,848,672,0,1520,0,0,1,0,3,1,3,6,6,0,3,5,1968.0,3,1,281,5,5,2,0,0,56,0,0,0,3,4,1,0,7,2009,8,0,7600,2313,77,9,1.0,56
80,3,96.0,11777,1,1,0,3,0,4,0,19,2,2,0,7,5,6,1966,1966,1,1,12,13,1,97.0,3,4,1,4,4,0,3,328,0,551,285,1164,1,0,1,3,1320,0,0,1320,1,0,1,0,3,1,3,6,6,2,1,1,1966.0,2,2,564,5,5,2,160,68,240,0,0,0,3,4,1,0,5,2006,8,0,6600,2484,40,40,2.0,308
20,3,107.0,11362,1,1,0,3,0,4,0,16,2,2,0,2,8,5,2004,2005,1,1,8,8,3,42.0,2,4,2,0,4,2,2,1039,6,0,797,1836,1,0,1,3,1836,0,0,1836,1,0,2,0,3,1,2,7,6,1,2,1,2004.0,0,3,862,5,5,2,125,185,0,0,0,0,3,4,1,0,3,2009,8,4,14688,3672,5,4,3.0,185
190,4,60.0,10120,1,1,0,0,0,4,0,17,1,2,1,4,7,4,1910,1950,3,1,13,14,2,0.0,1,4,1,4,4,3,6,0,6,0,925,925,1,4,0,1,964,925,0,1889,0,0,1,1,4,2,3,9,6,1,2,5,1960.0,3,1,308,5,5,0,0,0,264,0,0,0,3,2,1,0,1,2007,8,4,13223,2814,97,57,1.5,264
30,3,60.0,10800,1,0,3,3,0,4,0,17,2,2,0,2,5,6,1920,1950,3,1,11,12,2,0.0,3,4,0,4,4,3,5,821,6,0,299,1120,1,0,1,3,1130,0,0,1130,1,0,1,0,2,1,3,5,6,1,2,5,1970.0,3,2,720,5,5,2,229,0,0,0,0,0,3,4,1,0,6,2006,8,4,5650,2250,86,56,2.0,0
60,3,95.0,11787,1,1,0,3,0,4,0,15,2,2,0,5,7,5,1996,1997,1,1,12,13,1,594.0,2,4,2,2,4,3,2,719,6,0,660,1379,1,0,1,3,1383,1015,0,2398,1,0,2,1,3,1,2,8,6,1,5,1,1996.0,0,3,834,5,5,2,239,60,0,0,0,0,3,4,1,0,8,2007,8,4,16786,3777,11,10,3.5,60
50,3,68.0,11275,1,1,0,1,0,0,1,6,2,2,0,0,6,7,1932,1950,1,1,8,8,1,480.0,3,4,1,4,4,2,5,297,3,557,0,854,1,4,1,3,1096,895,0,1991,0,0,1,1,3,1,3,7,6,1,2,5,1977.0,3,2,432,5,1,2,0,0,19,0,0,0,3,4,1,0,3,2007,8,4,11946,2845,75,57,1.5,19
20,3,85.0,14601,1,1,3,3,0,4,0,23,2,2,0,2,9,5,2006,2006,3,1,12,13,1,584.0,0,4,2,0,4,0,2,1260,6,0,578,1838,1,0,1,3,1838,0,0,1838,1,0,2,0,2,1,0,8,6,1,2,1,2006.0,0,3,765,5,5,2,270,68,0,0,0,0,3,4,1,0,3,2009,8,4,16542,3676,3,3,3.0,68
60,3,80.0,9364,1,1,3,3,0,0,0,19,2,2,0,5,6,7,1969,1969,1,1,6,6,3,143.0,3,4,1,4,4,3,0,371,6,0,292,663,1,4,1,3,663,689,0,1352,0,0,1,1,4,1,3,7,6,0,3,1,1969.0,0,1,299,5,5,2,379,36,0,0,0,0,3,2,1,0,3,2010,8,4,8112,2015,41,41,1.5,36
20,3,59.0,10593,1,1,0,3,0,4,0,15,2,2,0,2,7,5,1996,1996,3,1,12,13,1,338.0,2,4,2,2,4,3,2,919,6,0,801,1720,1,0,1,3,1720,0,0,1720,1,0,2,0,3,1,2,7,6,1,5,1,1996.0,0,2,527,5,5,2,240,56,154,0,0,0,3,4,1,0,3,2010,8,4,12040,3440,14,14,3.0,210
60,3,70.0,9247,1,1,0,3,0,4,0,12,2,2,0,5,6,6,1962,1962,1,1,6,6,1,318.0,3,4,1,4,4,3,5,319,6,0,539,858,1,0,1,3,858,858,0,1716,0,0,1,1,4,1,3,8,6,1,2,1,1962.0,0,2,490,5,5,2,0,84,0,0,120,0,3,4,1,0,3,2008,8,4,10296,2574,46,46,1.5,204
20,3,70.5,7758,1,1,0,3,0,0,0,19,2,2,0,2,5,7,1962,2001,1,1,6,10,2,0.0,3,2,1,4,4,3,0,588,6,0,411,999,1,2,1,3,999,0,0,999,1,0,1,0,3,1,2,6,6,0,3,5,1963.0,3,1,264,5,5,2,0,132,0,0,0,0,3,4,1,0,3,2007,8,4,4995,1998,45,6,2.0,132
60,3,65.0,9765,1,1,1,3,0,0,0,8,2,2,0,5,6,8,1993,1993,1,1,12,13,1,68.0,0,2,2,2,1,3,0,310,6,0,370,680,1,2,1,3,680,790,0,1470,0,0,2,1,3,1,3,6,6,1,5,3,1993.0,0,2,420,5,5,2,232,63,0,0,0,0,3,4,3,480,4,2009,8,4,8820,2150,16,16,2.5,63
20,3,60.0,7024,1,1,3,3,0,4,0,7,2,2,0,2,4,5,2005,2005,1,1,12,13,2,0.0,3,4,2,2,4,3,2,1024,6,0,108,1132,1,0,1,3,1132,0,0,1132,1,0,1,1,2,1,2,5,6,0,3,1,2005.0,0,2,451,5,5,2,252,64,0,0,0,0,3,4,1,0,6,2008,8,4,4528,2264,3,3,2.5,64
50,3,66.0,21780,1,1,3,3,0,4,0,7,2,2,0,0,6,7,1918,1950,1,1,13,14,2,0.0,3,4,0,2,4,2,6,0,6,0,1163,1163,1,0,1,3,1163,511,0,1674,0,0,2,0,4,1,3,8,6,1,2,5,1955.0,0,2,396,5,5,0,72,36,0,0,144,0,3,4,1,0,7,2008,8,4,10044,2837,90,58,2.0,180
120,2,34.0,4060,1,1,3,3,0,4,0,12,2,2,4,2,6,5,1998,1999,1,1,8,8,2,0.0,2,4,2,2,4,3,2,266,6,0,1139,1405,1,0,1,3,1337,0,0,1337,1,0,2,0,2,1,2,5,6,0,3,1,1998.0,0,2,511,5,5,2,144,68,0,0,0,0,3,4,1,0,8,2008,0,0,8022,2742,10,9,3.0,68
20,3,65.0,8450,1,1,3,3,0,4,0,20,2,2,0,2,7,5,2000,2001,1,1,12,13,1,108.0,3,4,2,2,4,3,6,0,6,0,1349,1349,1,0,1,3,1349,0,0,1349,0,0,2,0,3,1,3,6,6,0,3,1,2000.0,3,2,539,5,5,2,120,55,0,0,0,0,3,0,1,0,12,2007,8,4,9443,2698,7,6,2.0,55
20,3,70.0,7931,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,10,2,0.0,3,4,1,4,4,3,1,1148,6,0,0,1148,1,4,1,3,1148,0,0,1148,1,0,1,0,3,1,3,6,6,0,3,1,1959.0,3,1,672,5,5,2,0,0,0,0,0,0,3,0,1,0,7,2009,8,4,5740,2296,50,50,2.0,0
60,3,70.0,11184,1,1,3,3,0,4,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,1,92.0,3,4,1,4,4,3,3,226,5,500,192,918,1,2,1,3,918,765,0,1683,0,0,2,1,3,1,3,7,6,1,5,1,1978.0,2,2,440,5,5,2,243,0,0,0,0,0,3,4,1,0,7,2009,8,4,10098,2601,31,31,2.5,0
160,4,21.0,1533,1,1,3,3,0,4,0,10,2,2,3,5,4,6,1970,2008,1,1,5,5,2,0.0,3,4,1,4,4,3,6,0,6,0,546,546,1,4,1,3,798,546,0,1344,0,0,1,1,3,1,3,6,6,1,5,6,1970.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,5,2009,8,4,5376,1890,39,1,1.5,0
20,3,40.0,13673,1,1,0,3,0,1,0,19,5,2,0,2,5,5,1962,1962,1,1,6,6,2,0.0,3,2,1,4,4,3,6,0,6,0,1140,1140,1,4,1,3,1696,0,0,1696,0,0,1,1,3,1,3,8,3,1,5,1,1962.0,2,1,349,5,5,2,0,30,0,0,0,0,3,4,1,0,3,2007,8,4,8480,2836,45,45,1.5,30
